Nº de Caso;CAVD;Expedientes;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha de Delito;Año de Delito;Mes de Delito;Comuna Delito;Fecha de Finalización;Año de Finalización;Mes de Finalización;Región Delito;Año Reporte
CGR0810;28 Rancagua;CGR0810, ;08-08-2017;8;2017;06-08-2017 0:00;2017;8;Graneros;09-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0811;28 Rancagua;CGR0811, ;08-08-2017;8;2017;05-08-2017 0:00;2017;8;San Vicente de Tagua Tagua;09-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0812;28 Rancagua;CGR0812, ;09-08-2017;8;2017;07-08-2017 0:00;2017;8;Rengo;09-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0813;28 Rancagua;CGR0813, ;10-08-2017;8;2017;09-08-2017 0:00;2017;8;Rancagua;25-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0814;28 Rancagua;CGR0814, ;10-08-2017;8;2017;08-08-2017 0:00;2017;8;Rancagua;11-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0815;28 Rancagua;CGR0815, ;11-08-2017;8;2017;11-08-2017 0:00;2017;8;Rancagua;11-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0816;28 Rancagua;CGR0816, CGR0816, CGR0816, ;14-08-2017;8;2017;12-08-2017 0:00;2017;8;Rancagua;22-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0817;28 Rancagua;CGR0817, CGR0817, CGR0817, ;16-08-2017;8;2017;14-08-2017 0:00;2017;8;Las Cabras;24-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0818;28 Rancagua;CGR0818, ;16-08-2017;8;2017;13-08-2017 1:00;2017;8;Rancagua;24-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0819;28 Rancagua;CGR0819, CGR0819, CGR0819, ;16-08-2017;8;2017;13-08-2017 1:00;2017;8;Rancagua;24-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0820;28 Rancagua;CGR0820, CGR0820, ;18-08-2017;8;2017;16-08-2017 0:00;2017;8;Rancagua;24-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0821;28 Rancagua;CGR0821, ;18-08-2017;8;2017;16-08-2017 0:00;2017;8;Rengo;01-09-2017;2017;9;VI Región del Libertador General Bernardo OHiggins;2017
CGR0822;28 Rancagua;CGR0822, ;21-08-2017;8;2017;17-08-2017 0:00;2017;8;Rengo;24-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0823;28 Rancagua;CGR0823, ;22-08-2017;8;2017;20-08-2017 0:00;2017;8;Rengo;24-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0824;28 Rancagua;CGR0824, ;25-08-2017;8;2017;23-08-2017 0:00;2017;8;Rancagua;25-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
CGR0825;28 Rancagua;CGR0825, ;25-08-2017;8;2017;24-08-2017 0:00;2017;8;Rancagua;25-08-2017;2017;8;VI Región del Libertador General Bernardo OHiggins;2017
