Expediente Caso;Expediente Víctima;CAVD;Comuna Delito;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha Finalización;Mes Finalización;Año Finalización
NULL;VBQA0478;01 Arica;Arica;13-06-2013;6;2013;13-06-2013;6;2013
NULL;VBQA0564;01 Arica;Arica;13-06-2013;6;2013;13-06-2013;6;2013
NULL;VBQA10711;01 Arica;Arica;20-01-2014;1;2014;20-01-2014;1;2014
NULL;VBQA10715;01 Arica;Arica;27-01-2014;1;2014;27-01-2014;1;2014
NULL;VBQA10717;01 Arica;Arica;29-01-2014;1;2014;29-01-2014;1;2014
NULL;VBQA10719;01 Arica;Arica;29-01-2014;1;2014;29-01-2014;1;2014
NULL;VBQA10742;01 Arica;Arica;29-01-2014;1;2014;29-01-2014;1;2014
NULL;VBQA10901;01 Arica;Arica;12-02-2014;2;2014;12-02-2014;2;2014
NULL;VBQA10902;01 Arica;Arica;17-02-2014;2;2014;17-02-2014;2;2014
NULL;VBQA10903;01 Arica;Arica;18-02-2014;2;2014;18-02-2014;2;2014
NULL;VBQA10904;01 Arica;Arica;18-02-2014;2;2014;18-02-2014;2;2014
NULL;VBQA11952;01 Arica;Arica;12-02-2014;2;2014;12-02-2014;2;2014
NULL;VBQA11953;01 Arica;Arica;12-02-2014;2;2014;12-02-2014;2;2014
NULL;VBQA11987;01 Arica;Arica;24-02-2014;2;2014;24-02-2014;2;2014
NULL;VBQA11988;01 Arica;Arica;24-02-2014;2;2014;24-02-2014;2;2014
NULL;VBQA12123;01 Arica;Arica;04-03-2014;3;2014;04-03-2014;3;2014
NULL;VBQA12124;01 Arica;Arica;04-03-2014;3;2014;04-03-2014;3;2014
NULL;VBQA12148;01 Arica;Arica;03-03-2014;3;2014;03-03-2014;3;2014
NULL;VBQA12194;01 Arica;Arica;07-03-2014;3;2014;07-03-2014;3;2014
NULL;VBQA12258;01 Arica;Arica;13-03-2014;3;2014;13-03-2014;3;2014
NULL;VBQA12285;01 Arica;Arica;17-03-2014;3;2014;17-03-2014;3;2014
NULL;VBQA12317;01 Arica;Arica;19-03-2014;3;2014;19-03-2014;3;2014
NULL;VBQA12578;01 Arica;Arica;10-03-2014;3;2014;10-03-2014;3;2014
NULL;VBQA12587;01 Arica;Arica;14-03-2014;3;2014;14-03-2014;3;2014
NULL;VBQA12600;01 Arica;Arica;25-03-2014;3;2014;25-03-2014;3;2014
NULL;VBQA12601;01 Arica;Arica;25-03-2014;3;2014;25-03-2014;3;2014
NULL;VBQA12602;01 Arica;Arica;25-03-2014;3;2014;25-03-2014;3;2014
NULL;VBQA12603;01 Arica;Arica;26-03-2014;3;2014;26-03-2014;3;2014
NULL;VBQA12606;01 Arica;Arica;27-03-2014;3;2014;27-03-2014;3;2014
NULL;VBQA12611;01 Arica;Arica;31-03-2014;3;2014;31-03-2014;3;2014
NULL;VBQA12666;01 Arica;Arica;08-04-2014;4;2014;08-04-2014;4;2014
NULL;VBQA12717;01 Arica;Arica;14-04-2014;4;2014;14-04-2014;4;2014
NULL;VBQA12736;01 Arica;Arica;15-04-2014;4;2014;15-04-2014;4;2014
NULL;VBQA12783;01 Arica;Arica;21-04-2014;4;2014;21-04-2014;4;2014
NULL;VBQA13235;01 Arica;Arica;29-01-2014;1;2014;29-01-2014;1;2014
NULL;VBQA13486;01 Arica;Arica;14-04-2014;4;2014;14-04-2014;4;2014
NULL;VBQA13487;01 Arica;Arica;14-04-2014;4;2014;14-04-2014;4;2014
NULL;VBQA13488;01 Arica;Arica;14-04-2014;4;2014;14-04-2014;4;2014
NULL;VBQA13506;01 Arica;Arica;21-04-2014;4;2014;21-04-2014;4;2014
NULL;VBQA14007;01 Arica;Arica;28-04-2014;4;2014;28-04-2014;4;2014
NULL;VBQA14008;01 Arica;Arica;28-04-2014;4;2014;28-04-2014;4;2014
NULL;VBQA14017;01 Arica;Arica;30-04-2014;4;2014;30-04-2014;4;2014
NULL;VBQA14018;01 Arica;Concepción;30-04-2014;4;2014;30-04-2014;4;2014
NULL;VBQA14033;01 Arica;Arica;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VBQA14034;01 Arica;Puerto Montt;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VBQA14246;01 Arica;Santiago;02-06-2014;6;2014;02-06-2014;6;2014
NULL;VBQA14248;01 Arica;Santiago;13-06-2014;6;2014;13-06-2014;6;2014
NULL;VBQA14254;01 Arica;Arica;02-06-2014;6;2014;02-06-2014;6;2014
NULL;VBQA14255;01 Arica;Santiago;02-06-2014;6;2014;02-06-2014;6;2014
NULL;VBQA14256;01 Arica;San Fernando;06-05-2014;5;2014;06-05-2014;5;2014
NULL;VBQA14449;01 Arica;Santiago;07-07-2014;7;2014;07-07-2014;7;2014
NULL;VBQA14462;01 Arica;Vilcún;07-07-2014;7;2014;07-07-2014;7;2014
NULL;VBQA14472;01 Arica;Arica;19-06-2014;6;2014;19-06-2014;6;2014
NULL;VBQA14473;01 Arica;Santiago;08-07-2014;7;2014;08-07-2014;7;2014
NULL;VBQA14484;01 Arica;Arica;08-07-2014;7;2014;08-07-2014;7;2014
NULL;VBQA14485;01 Arica;Talca;30-06-2014;6;2014;30-06-2014;6;2014
NULL;VBQA14554;01 Arica;San Pedro de la Paz;28-05-2014;5;2014;28-05-2014;5;2014
NULL;VBQA14557;01 Arica;Arica;10-06-2014;6;2014;10-06-2014;6;2014
NULL;VBQA14558;01 Arica;El Bosque;04-07-2014;7;2014;04-07-2014;7;2014
NULL;VBQA14563;01 Arica;Concepción;17-06-2014;6;2014;17-06-2014;6;2014
NULL;VBQA14591;01 Arica;Arica;25-06-2014;6;2014;25-06-2014;6;2014
NULL;VBQA14592;01 Arica;Arica;30-06-2014;6;2014;30-06-2014;6;2014
NULL;VBQA14593;01 Arica;Santiago;21-07-2014;7;2014;21-07-2014;7;2014
NULL;VBQA14637;01 Arica;Talcahuano;09-06-2014;6;2014;09-06-2014;6;2014
NULL;VBQA14748;01 Arica;Arica;08-07-2014;7;2014;08-07-2014;7;2014
NULL;VBQA14749;01 Arica;Arica;20-06-2014;6;2014;20-06-2014;6;2014
NULL;VBQA14751;01 Arica;Cerro Navia;30-07-2014;7;2014;30-07-2014;7;2014
NULL;VBQA14852;01 Arica;Frutillar;14-08-2014;8;2014;14-08-2014;8;2014
NULL;VBQA14921;01 Arica;Arica;04-08-2014;8;2014;04-08-2014;8;2014
NULL;VBQA14922;01 Arica;San Antonio;21-08-2014;8;2014;21-08-2014;8;2014
NULL;VBQA14974;01 Arica;San Fernando;01-09-2014;9;2014;01-09-2014;9;2014
NULL;VBQA14993;01 Arica;Arica;28-07-2014;7;2014;28-07-2014;7;2014
NULL;VBQA14994;01 Arica;Arica;01-08-2014;8;2014;01-08-2014;8;2014
NULL;VBQA14995;01 Arica;Santiago;18-08-2014;8;2014;18-08-2014;8;2014
NULL;VBQA14996;01 Arica;Arica;19-08-2014;8;2014;19-08-2014;8;2014
NULL;VBQA14997;01 Arica;Arica;20-08-2014;8;2014;20-08-2014;8;2014
NULL;VBQA14998;01 Arica;Arica;03-09-2014;9;2014;03-09-2014;9;2014
NULL;VBQA14999;01 Arica;Talca;06-08-2014;8;2014;06-08-2014;8;2014
NULL;VBQA15018;01 Arica;Arica;02-09-2014;9;2014;02-09-2014;9;2014
NULL;VBQA15019;01 Arica;Longaví;28-08-2014;8;2014;28-08-2014;8;2014
NULL;VBQA15060;01 Arica;Cerrillos;08-09-2014;9;2014;08-09-2014;9;2014
NULL;VBQA15210;01 Arica;Talcahuano;26-09-2014;9;2014;26-09-2014;9;2014
NULL;VBQA15219;01 Arica;Santiago;07-08-2014;8;2014;07-08-2014;8;2014
NULL;VBQA15220;01 Arica;Arica;07-08-2014;8;2014;07-08-2014;8;2014
NULL;VBQA15221;01 Arica;Viña del Mar;25-09-2014;9;2014;25-09-2014;9;2014
NULL;VBQA15233;01 Arica;Punta Arenas;26-09-2014;9;2014;26-09-2014;9;2014
NULL;VBQA15304;01 Arica;Santiago;06-10-2014;10;2014;06-10-2014;10;2014
NULL;VBQA15305;01 Arica;Chiguayante;07-10-2014;10;2014;07-10-2014;10;2014
NULL;VBQA15362;01 Arica;Puente Alto;02-10-2014;10;2014;02-10-2014;10;2014
NULL;VBQA15365;01 Arica;Maipú;10-10-2014;10;2014;10-10-2014;10;2014
NULL;VBQA15374;01 Arica;Coronel;15-10-2014;10;2014;15-10-2014;10;2014
NULL;VBQA15393;01 Arica;Puente Alto;16-10-2014;10;2014;16-10-2014;10;2014
NULL;VBQA15470;01 Arica;Talagante;23-10-2014;10;2014;23-10-2014;10;2014
NULL;VBQA15563;01 Arica;Osorno;03-11-2014;11;2014;03-11-2014;11;2014
NULL;VBQA15642;01 Arica;Lo Prado;03-11-2014;11;2014;03-11-2014;11;2014
NULL;VBQA15685;01 Arica;Arica;12-11-2014;11;2014;12-11-2014;11;2014
NULL;VBQA15686;01 Arica;Santiago;25-11-2014;11;2014;25-11-2014;11;2014
NULL;VBQA15720;01 Arica;Villarrica;03-12-2014;12;2014;03-12-2014;12;2014
NULL;VBQA16016;01 Arica;Santiago;05-12-2014;12;2014;05-12-2014;12;2014
NULL;VBQA16017;01 Arica;Punta Arenas;06-10-2014;10;2014;06-10-2014;10;2014
NULL;VBQA16023;01 Arica;Rauco;26-09-2014;9;2014;26-09-2014;9;2014
NULL;VBQA16188;01 Arica;Concon;26-01-2015;1;2015;26-01-2015;1;2015
NULL;VBQA16262;01 Arica;Arica;04-02-2015;2;2015;04-02-2015;2;2015
NULL;VBQA16263;01 Arica;Puerto Montt;05-02-2015;2;2015;05-02-2015;2;2015
NULL;VBQA16387;01 Arica;Santiago;10-02-2015;2;2015;10-02-2015;2;2015
NULL;VBQA16505;01 Arica;Lo Espejo;12-01-2015;1;2015;12-01-2015;1;2015
NULL;VBQA16578;01 Arica;Viña del Mar;17-02-2015;2;2015;17-02-2015;2;2015
NULL;VBQA16661;01 Arica;Arica;23-02-2015;2;2015;23-02-2015;2;2015
NULL;VBQA16662;01 Arica;Galvarino;03-03-2015;3;2015;03-03-2015;3;2015
NULL;VBQA16837;01 Arica;Arica;03-03-2015;3;2015;03-03-2015;3;2015
NULL;VBQA16838;01 Arica;Arica;03-03-2015;3;2015;03-03-2015;3;2015
NULL;VBQA16839;01 Arica;Arica;03-03-2015;3;2015;03-03-2015;3;2015
NULL;VBQA16840;01 Arica;Arica;03-03-2015;3;2015;03-03-2015;3;2015
NULL;VBQA16841;01 Arica;Arica;15-03-2015;3;2015;15-03-2015;3;2015
NULL;VBQA16842;01 Arica;Frutillar;22-03-2015;3;2015;22-03-2015;3;2015
NULL;VBQA16943;01 Arica;San Felipe;04-04-2015;4;2015;04-04-2015;4;2015
NULL;VBQA17104;01 Arica;Santiago;04-04-2015;4;2015;04-04-2015;4;2015
NULL;VBQA17105;01 Arica;Arica;04-04-2015;4;2015;04-04-2015;4;2015
NULL;VBQA17106;01 Arica;Arica;13-04-2015;4;2015;13-04-2015;4;2015
NULL;VBQA17107;01 Arica;Curicó;13-04-2015;4;2015;13-04-2015;4;2015
NULL;VBQA17134;01 Arica;Estación Central;20-04-2015;4;2015;20-04-2015;4;2015
NULL;VBQA17137;01 Arica;Arica;13-04-2015;4;2015;13-04-2015;4;2015
NULL;VBQA17138;01 Arica;Santiago;20-04-2015;4;2015;20-04-2015;4;2015
NULL;VBQA17305;01 Arica;Romeral;04-04-2015;4;2015;04-04-2015;4;2015
NULL;VBQA17434;01 Arica;Los Angeles;27-04-2015;4;2015;27-04-2015;4;2015
NULL;VBQA17435;01 Arica;Arica;27-04-2015;4;2015;27-04-2015;4;2015
NULL;VBQA17437;01 Arica;Arica;22-04-2015;4;2015;22-04-2015;4;2015
NULL;VBQA17438;01 Arica;Punta Arenas;13-05-2015;5;2015;13-05-2015;5;2015
NULL;VBQA17439;01 Arica;Arica;20-04-2015;4;2015;20-04-2015;4;2015
NULL;VBQA17441;01 Arica;Santiago;18-05-2015;5;2015;18-05-2015;5;2015
NULL;VBQA17442;01 Arica;Santiago;18-05-2015;5;2015;18-05-2015;5;2015
NULL;VBQA17606;01 Arica;Punta Arenas;18-05-2015;5;2015;18-05-2015;5;2015
NULL;VBQA17607;01 Arica;Punta Arenas;22-05-2015;5;2015;22-05-2015;5;2015
NULL;VBQA17844;01 Arica;Santiago;26-05-2015;5;2015;26-05-2015;5;2015
NULL;VBQA17845;01 Arica;Antofagasta;10-02-2015;2;2015;10-02-2015;2;2015
NULL;VBQA18109;01 Arica;Arica;15-06-2015;6;2015;15-06-2015;6;2015
NULL;VBQA18110;01 Arica;Los Angeles;25-06-2015;6;2015;25-06-2015;6;2015
NULL;VBQA18111;01 Arica;Santiago;07-07-2015;7;2015;07-07-2015;7;2015
NULL;VBQA18115;01 Arica;Santiago;07-07-2015;7;2015;07-07-2015;7;2015
NULL;VBQA18149;01 Arica;Arica;01-07-2015;7;2015;01-07-2015;7;2015
NULL;VBQA18151;01 Arica;Santiago;09-07-2015;7;2015;09-07-2015;7;2015
NULL;VBQA18152;01 Arica;Providencia;09-07-2015;7;2015;09-07-2015;7;2015
NULL;VBQA18165;01 Arica;Talca;08-07-2015;7;2015;08-07-2015;7;2015
NULL;VBQA18166;01 Arica;Osorno;09-07-2015;7;2015;09-07-2015;7;2015
NULL;VBQA18180;01 Arica;Punta Arenas;10-07-2015;7;2015;10-07-2015;7;2015
NULL;VBQA18364;01 Arica;Arica;20-07-2015;7;2015;20-07-2015;7;2015
NULL;VBQA18365;01 Arica;Arica;27-07-2015;7;2015;27-07-2015;7;2015
NULL;VBQA18366;01 Arica;Santiago;28-07-2015;7;2015;28-07-2015;7;2015
NULL;VBQA18367;01 Arica;Quilicura;28-07-2015;7;2015;28-07-2015;7;2015
NULL;VBQA18439;01 Arica;Santiago;10-08-2015;8;2015;10-08-2015;8;2015
NULL;VBQA18440;01 Arica;Osorno;10-08-2015;8;2015;10-08-2015;8;2015
NULL;VBQA18446;01 Arica;Santiago;13-08-2015;8;2015;13-08-2015;8;2015
NULL;VBQA18468;01 Arica;Viña del Mar;03-07-2015;7;2015;03-07-2015;7;2015
NULL;VBQA18469;01 Arica;Santiago;03-07-2015;7;2015;03-07-2015;7;2015
NULL;VBQA18479;01 Arica;Iquique;30-06-2015;6;2015;30-06-2015;6;2015
NULL;VBQA18480;01 Arica;Santiago;06-07-2015;7;2015;06-07-2015;7;2015
NULL;VBQA18517;01 Arica;Valdivia;23-07-2015;7;2015;23-07-2015;7;2015
NULL;VBQA18518;01 Arica;Santiago;21-08-2015;8;2015;21-08-2015;8;2015
NULL;VBQA18574;01 Arica;Arica;24-08-2015;8;2015;24-08-2015;8;2015
NULL;VBQA18575;01 Arica;Arica;24-08-2015;8;2015;24-08-2015;8;2015
NULL;VBQA18576;01 Arica;San Felipe;26-08-2015;8;2015;26-08-2015;8;2015
NULL;VBQA18577;01 Arica;Santiago;27-08-2015;8;2015;27-08-2015;8;2015
NULL;VBQA18583;01 Arica;Valparaíso;19-08-2015;8;2015;19-08-2015;8;2015
NULL;VBQA18632;01 Arica;Arica;20-08-2015;8;2015;20-08-2015;8;2015
NULL;VBQA18634;01 Arica;Rancagua;14-08-2015;8;2015;14-08-2015;8;2015
NULL;VBQA18783;01 Arica;Arica;11-09-2015;9;2015;13-09-2015;9;2015
NULL;VBQA18784;01 Arica;Arica;11-09-2015;9;2015;13-09-2015;9;2015
NULL;VBQA18785;01 Arica;Arica;11-09-2015;9;2015;13-09-2015;9;2015
NULL;VBQA18786;01 Arica;Santiago;22-09-2015;9;2015;24-09-2015;9;2015
NULL;VBQA18787;01 Arica;Ancud;14-09-2015;9;2015;16-09-2015;9;2015
NULL;VBQA18791;01 Arica;San Felipe;07-09-2015;9;2015;09-09-2015;9;2015
NULL;VBQA18895;01 Arica;Cerrillos;15-09-2015;9;2015;17-09-2015;9;2015
NULL;VBQA18896;01 Arica;Osorno;05-10-2015;10;2015;07-10-2015;10;2015
NULL;VBQA19109;01 Arica;San Juan de la Costa;14-10-2015;10;2015;16-10-2015;10;2015
NULL;VBQA19110;01 Arica;Santiago;15-09-2015;9;2015;17-09-2015;9;2015
NULL;VBQA19274;01 Arica;Santiago;03-11-2015;11;2015;05-11-2015;11;2015
NULL;VBQA19281;01 Arica;Iquique;30-10-2015;10;2015;01-11-2015;11;2015
NULL;VBQA19282;01 Arica;Coihueco;04-11-2015;11;2015;06-11-2015;11;2015
NULL;VBQA19286;01 Arica;Rauco;05-11-2015;11;2015;07-11-2015;11;2015
NULL;VBQA19328;01 Arica;Osorno;09-11-2015;11;2015;11-11-2015;11;2015
NULL;VBQA19406;01 Arica;Arica;12-11-2015;11;2015;14-11-2015;11;2015
NULL;VBQA19408;01 Arica;Paillaco;20-11-2015;11;2015;22-11-2015;11;2015
NULL;VBQA19409;01 Arica;Paillaco;20-11-2015;11;2015;22-11-2015;11;2015
NULL;VBQA19412;01 Arica;Angol;20-11-2015;11;2015;22-11-2015;11;2015
NULL;VBQA19413;01 Arica;Santiago;17-11-2015;11;2015;19-11-2015;11;2015
NULL;VBQA19419;01 Arica;Santiago;18-11-2015;11;2015;20-11-2015;11;2015
NULL;VBQA19452;01 Arica;El Bosque;19-11-2015;11;2015;21-11-2015;11;2015
NULL;VBQA19580;01 Arica;Arica;30-11-2015;11;2015;02-12-2015;12;2015
NULL;VBQA19581;01 Arica;Arica;04-12-2015;12;2015;06-12-2015;12;2015
NULL;VBQA19582;01 Arica;Arica;30-11-2015;11;2015;02-12-2015;12;2015
NULL;VBQA19583;01 Arica;Arica;30-11-2015;11;2015;02-12-2015;12;2015
NULL;VBQA19584;01 Arica;Arica;30-11-2015;11;2015;02-12-2015;12;2015
NULL;VBQA19585;01 Arica;Arica;04-12-2015;12;2015;06-12-2015;12;2015
NULL;VBQA19586;01 Arica;Punta Arenas;21-12-2015;12;2015;23-12-2015;12;2015
NULL;VBQA19587;01 Arica;Punta Arenas;21-12-2015;12;2015;23-12-2015;12;2015
NULL;VBQA20189;01 Arica;Arica;23-11-2015;11;2015;25-11-2015;11;2015
NULL;VBQA20190;01 Arica;Castro;28-09-2015;9;2015;30-09-2015;9;2015
NULL;VBQA20191;01 Arica;Castro;28-09-2015;9;2015;30-09-2015;9;2015
NULL;VBQA20229;01 Arica;Arica;01-02-2016;2;2016;03-02-2016;2;2016
NULL;VBQA20230;01 Arica;Arica;05-02-2016;2;2016;07-02-2016;2;2016
NULL;VBQA20231;01 Arica;Arica;08-02-2016;2;2016;10-02-2016;2;2016
NULL;VBQA20232;01 Arica;Chimbarongo;18-02-2016;2;2016;20-02-2016;2;2016
NULL;VBQA20233;01 Arica;Linares;19-02-2016;2;2016;21-02-2016;2;2016
NULL;VBQA20333;01 Arica;San Felipe;17-02-2016;2;2016;19-02-2016;2;2016
NULL;VBQA20406;01 Arica;Viña del Mar;25-02-2016;2;2016;27-02-2016;2;2016
NULL;VBQA20445;01 Arica;San Javier;07-03-2016;3;2016;09-03-2016;3;2016
NULL;VBQA20446;01 Arica;Calbuco;08-03-2016;3;2016;10-03-2016;3;2016
NULL;VBQA20447;01 Arica;Puerto Montt;08-03-2016;3;2016;10-03-2016;3;2016
NULL;VBQA20451;01 Arica;La Granja;01-03-2016;3;2016;03-03-2016;3;2016
NULL;VBQA20452;01 Arica;Santiago;02-03-2016;3;2016;04-03-2016;3;2016
NULL;VBQA20453;01 Arica;Santiago;08-03-2016;3;2016;10-03-2016;3;2016
NULL;VBQA20466;01 Arica;Arica;23-02-2016;2;2016;25-02-2016;2;2016
NULL;VBQA20467;01 Arica;Santiago;09-03-2016;3;2016;11-03-2016;3;2016
NULL;VBQA20468;01 Arica;Santiago;08-03-2016;3;2016;10-03-2016;3;2016
NULL;VBQA20469;01 Arica;San Fernando;08-03-2016;3;2016;10-03-2016;3;2016
NULL;VBQA20578;01 Arica;Cauquenes;07-03-2016;3;2016;09-03-2016;3;2016
NULL;VBQA20579;01 Arica;Maipú;14-03-2016;3;2016;16-03-2016;3;2016
NULL;VBQA20624;01 Arica;Santiago;14-03-2016;3;2016;16-03-2016;3;2016
NULL;VBQA20648;01 Arica;La Serena;22-03-2016;3;2016;24-03-2016;3;2016
NULL;VBQA20666;01 Arica;Coronel;23-03-2016;3;2016;25-03-2016;3;2016
NULL;VBQA20690;01 Arica;Santiago;17-03-2016;3;2016;19-03-2016;3;2016
NULL;VBQA20692;01 Arica;Punta Arenas;28-03-2016;3;2016;30-03-2016;3;2016
NULL;VBQA20693;01 Arica;Arica;21-03-2016;3;2016;23-03-2016;3;2016
NULL;VBQA20694;01 Arica;Santiago;14-03-2016;3;2016;16-03-2016;3;2016
NULL;VBQA20696;01 Arica;Iquique;11-09-2015;9;2015;13-09-2015;9;2015
NULL;VBQA20697;01 Arica;Iquique;14-09-2015;9;2015;16-09-2015;9;2015
NULL;VBQA20772;01 Arica;Valparaíso;14-03-2016;3;2016;16-03-2016;3;2016
NULL;VBQA20773;01 Arica;Valparaíso;04-03-2016;3;2016;06-03-2016;3;2016
NULL;VBQA20909;01 Arica;Valdivia;11-04-2016;4;2016;13-04-2016;4;2016
NULL;VBQA20910;01 Arica;Arica;06-04-2016;4;2016;08-04-2016;4;2016
NULL;VBQA20911;01 Arica;San Antonio;08-03-2016;3;2016;10-03-2016;3;2016
NULL;VBQA20913;01 Arica;San Antonio;14-03-2016;3;2016;16-03-2016;3;2016
NULL;VBQA20976;01 Arica;La Serena;20-04-2016;4;2016;22-04-2016;4;2016
NULL;VBQA20977;01 Arica;Temuco;20-04-2016;4;2016;22-04-2016;4;2016
NULL;VBQA20978;01 Arica;Valparaíso;05-04-2016;4;2016;07-04-2016;4;2016
NULL;VBQA21011;01 Arica;Valparaíso;20-04-2016;4;2016;22-04-2016;4;2016
NULL;VBQA21105;01 Arica;Pichilemu;04-05-2016;5;2016;09-05-2016;5;2016
NULL;VBQA21148;01 Arica;Pitrufquén;09-05-2016;5;2016;14-05-2016;5;2016
NULL;VBQA21179;01 Arica;Santiago;12-05-2016;5;2016;17-05-2016;5;2016
NULL;VBQA21180;01 Arica;Santiago;12-05-2016;5;2016;17-05-2016;5;2016
NULL;VBQA21694;01 Arica;Temuco;29-06-2016;6;2016;04-07-2016;7;2016
NULL;VBQA21695;01 Arica;Arica;25-04-2016;4;2016;30-04-2016;4;2016
NULL;VBQA21696;01 Arica;Arica;15-06-2016;6;2016;20-06-2016;6;2016
NULL;VBQA21698;01 Arica;Arica;13-06-2016;6;2016;18-06-2016;6;2016
NULL;VBQA21699;01 Arica;Arica;13-06-2016;6;2016;18-06-2016;6;2016
NULL;VBQA21700;01 Arica;La Pintana;21-06-2016;6;2016;26-06-2016;6;2016
NULL;VBQA21701;01 Arica;Maipú;21-06-2016;6;2016;26-06-2016;6;2016
NULL;VBQA21702;01 Arica;Maipú;21-06-2016;6;2016;26-06-2016;6;2016
NULL;VBQA21840;01 Arica;Antofagasta;18-01-2016;1;2016;23-01-2016;1;2016
NULL;VBQA21962;01 Arica;Arica;10-05-2016;5;2016;15-05-2016;5;2016
NULL;VBQA21964;01 Arica;Arica;10-05-2016;5;2016;15-05-2016;5;2016
NULL;VBQA21965;01 Arica;Arica;13-06-2016;6;2016;18-06-2016;6;2016
NULL;VBQA21966;01 Arica;Viña del Mar;15-07-2016;7;2016;20-07-2016;7;2016
NULL;VBQA21967;01 Arica;Santiago;12-07-2016;7;2016;17-07-2016;7;2016
NULL;VBQA21968;01 Arica;Linares;18-07-2016;7;2016;23-07-2016;7;2016
NULL;VBQA22027;01 Arica;Viña del Mar;06-07-2016;7;2016;11-07-2016;7;2016
NULL;VBQA22028;01 Arica;Valparaíso;06-07-2016;7;2016;11-07-2016;7;2016
NULL;VBQA22029;01 Arica;Arica;14-04-2016;4;2016;19-04-2016;4;2016
NULL;VBQA22032;01 Arica;Arica;29-04-2016;4;2016;04-05-2016;5;2016
NULL;VBQA22033;01 Arica;Valparaíso;06-07-2016;7;2016;11-07-2016;7;2016
NULL;VBQA22034;01 Arica;Valparaíso;06-07-2016;7;2016;11-07-2016;7;2016
NULL;VBQA22035;01 Arica;Santiago;29-04-2016;4;2016;04-05-2016;5;2016
NULL;VBQA22038;01 Arica;Quintero;07-07-2016;7;2016;12-07-2016;7;2016
NULL;VBQA22039;01 Arica;Santiago;05-04-2016;4;2016;10-04-2016;4;2016
NULL;VBQA22043;01 Arica;Quilpué;12-07-2016;7;2016;17-07-2016;7;2016
NULL;VBQA22047;01 Arica;Arica;05-07-2016;7;2016;10-07-2016;7;2016
NULL;VBQA22048;01 Arica;Valparaíso;13-07-2016;7;2016;18-07-2016;7;2016
NULL;VBQA22050;01 Arica;Concepción;12-04-2016;4;2016;17-04-2016;4;2016
NULL;VBQA22081;01 Arica;Antofagasta;07-06-2016;6;2016;12-06-2016;6;2016
NULL;VBQA22365;01 Arica;Santa Bárbara;17-08-2016;8;2016;25-08-2016;8;2016
NULL;VBQA22366;01 Arica;Arica;05-07-2016;7;2016;13-07-2016;7;2016
NULL;VBQA22367;01 Arica;Arica;05-07-2016;7;2016;13-07-2016;7;2016
NULL;VBQA22369;01 Arica;Arica;04-07-2016;7;2016;12-07-2016;7;2016
NULL;VBQA22370;01 Arica;Arica;11-07-2016;7;2016;19-07-2016;7;2016
NULL;VBQA22371;01 Arica;Arica;15-07-2016;7;2016;23-07-2016;7;2016
NULL;VBQA22372;01 Arica;Villa Alemana;16-08-2016;8;2016;24-08-2016;8;2016
NULL;VBQA22373;01 Arica;Arica;15-07-2016;7;2016;23-07-2016;7;2016
NULL;VBQA22374;01 Arica;Arica;11-07-2016;7;2016;19-07-2016;7;2016
NULL;VBQA22376;01 Arica;Arica;11-07-2016;7;2016;19-07-2016;7;2016
NULL;VBQA22377;01 Arica;Concon;12-08-2016;8;2016;20-08-2016;8;2016
NULL;VBQA22379;01 Arica;Valparaíso;08-08-2016;8;2016;16-08-2016;8;2016
NULL;VBQA22384;01 Arica;Arica;18-04-2016;4;2016;26-04-2016;4;2016
NULL;VBQA22387;01 Arica;Valparaíso;10-08-2016;8;2016;18-08-2016;8;2016
NULL;VBQA22401;01 Arica;Arica;13-06-2016;6;2016;21-06-2016;6;2016
NULL;VBQA22402;01 Arica;Arica;05-07-2016;7;2016;13-07-2016;7;2016
NULL;VBQA22403;01 Arica;Arica;06-07-2016;7;2016;14-07-2016;7;2016
NULL;VBQA22404;01 Arica;Arica;29-04-2016;4;2016;07-05-2016;5;2016
NULL;VBQA22405;01 Arica;Santiago;17-08-2016;8;2016;25-08-2016;8;2016
NULL;VBQA22406;01 Arica;Santiago;17-08-2016;8;2016;25-08-2016;8;2016
NULL;VBQA22407;01 Arica;Rengo;17-08-2016;8;2016;25-08-2016;8;2016
NULL;VBQA22430;01 Arica;Talca;17-08-2016;8;2016;25-08-2016;8;2016
NULL;VBQA22431;01 Arica;Los Angeles;19-08-2016;8;2016;27-08-2016;8;2016
NULL;VBQA22597;01 Arica;San Bernardo;19-08-2016;8;2016;27-08-2016;8;2016
NULL;VBQA22598;01 Arica;San Bernardo;19-08-2016;8;2016;27-08-2016;8;2016
NULL;VBQA22622;01 Arica;Santiago;02-08-2016;8;2016;10-08-2016;8;2016
NULL;VBQA22624;01 Arica;Linares;12-05-2016;5;2016;20-05-2016;5;2016
NULL;VBQA22625;01 Arica;Quilpué;12-05-2016;5;2016;20-05-2016;5;2016
NULL;VBQA22681;01 Arica;Arica;04-08-2016;8;2016;12-08-2016;8;2016
NULL;VBQA22682;01 Arica;Talca;01-09-2016;9;2016;09-09-2016;9;2016
NULL;VBQA22684;01 Arica;Arica;05-08-2016;8;2016;13-08-2016;8;2016
NULL;VBQA22686;01 Arica;Nacimiento;05-09-2016;9;2016;13-09-2016;9;2016
