Expediente Caso;Expediente Víctima;CAVD;Comuna Delito;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha Finalización;Mes Finalización;Año Finalización
NULL;VGR23248;28 Rancagua;Los Angeles;19-10-2016;10;2016;30-10-2016;10;2016
NULL;VGR23249;28 Rancagua;Santiago;18-10-2016;10;2016;29-10-2016;10;2016
NULL;VGR23250;28 Rancagua;Santiago;17-10-2016;10;2016;28-10-2016;10;2016
NULL;VGR23252;28 Rancagua;Valdivia;21-10-2016;10;2016;01-11-2016;11;2016
NULL;VGR23253;28 Rancagua;Punta Arenas;29-09-2016;9;2016;10-10-2016;10;2016
NULL;VGR23257;28 Rancagua;Chépica;20-10-2016;10;2016;31-10-2016;10;2016
NULL;VGR23258;28 Rancagua;Chépica;20-10-2016;10;2016;31-10-2016;10;2016
NULL;VGR23298;28 Rancagua;Temuco;28-10-2016;10;2016;08-11-2016;11;2016
NULL;VGR23299;28 Rancagua;Pichilemu;26-10-2016;10;2016;06-11-2016;11;2016
NULL;VGR23360;28 Rancagua;Santiago;22-10-2016;10;2016;02-11-2016;11;2016
NULL;VGR23361;28 Rancagua;Los Angeles;02-11-2016;11;2016;13-11-2016;11;2016
NULL;VGR23362;28 Rancagua;Los Andes;17-10-2016;10;2016;28-10-2016;10;2016
NULL;VGR23369;28 Rancagua;Los Andes;19-10-2016;10;2016;30-10-2016;10;2016
NULL;VGR23370;28 Rancagua;Vilcún;04-11-2016;11;2016;15-11-2016;11;2016
NULL;VGR23371;28 Rancagua;Santiago;03-11-2016;11;2016;14-11-2016;11;2016
NULL;VGR23374;28 Rancagua;La Cisterna;04-11-2016;11;2016;15-11-2016;11;2016
NULL;VGR23375;28 Rancagua;La Cisterna;04-11-2016;11;2016;15-11-2016;11;2016
NULL;VGR23376;28 Rancagua;La Cisterna;04-11-2016;11;2016;15-11-2016;11;2016
NULL;VGR23390;28 Rancagua;Rancagua;03-11-2016;11;2016;14-11-2016;11;2016
NULL;VGR23391;28 Rancagua;Santiago;03-11-2016;11;2016;14-11-2016;11;2016
NULL;VGR23392;28 Rancagua;San Joaquín;04-11-2016;11;2016;15-11-2016;11;2016
NULL;VGR23393;28 Rancagua;San Miguel;20-10-2016;10;2016;31-10-2016;10;2016
NULL;VGR23394;28 Rancagua;El Monte;04-11-2016;11;2016;15-11-2016;11;2016
NULL;VGR23433;28 Rancagua;Puente Alto;17-10-2016;10;2016;28-10-2016;10;2016
NULL;VGR23434;28 Rancagua;Puente Alto;17-10-2016;10;2016;28-10-2016;10;2016
NULL;VGR23484;28 Rancagua;San Bernardo;24-10-2016;10;2016;07-11-2016;11;2016
NULL;VGR23494;28 Rancagua;Santiago;07-11-2016;11;2016;21-11-2016;11;2016
NULL;VGR23495;28 Rancagua;Lo Espejo;26-10-2016;10;2016;09-11-2016;11;2016
NULL;VGR23496;28 Rancagua;Santiago;26-10-2016;10;2016;09-11-2016;11;2016
NULL;VGR23497;28 Rancagua;Lo Prado;26-10-2016;10;2016;09-11-2016;11;2016
NULL;VGR23514;28 Rancagua;Santiago;04-11-2016;11;2016;18-11-2016;11;2016
NULL;VGR23515;28 Rancagua;Santiago;10-11-2016;11;2016;24-11-2016;11;2016
NULL;VGR23516;28 Rancagua;Rengo;11-11-2016;11;2016;25-11-2016;11;2016
NULL;VGR23517;28 Rancagua;Rengo;09-11-2016;11;2016;23-11-2016;11;2016
NULL;VGR23518;28 Rancagua;Rancagua;04-11-2016;11;2016;18-11-2016;11;2016
NULL;VGR23519;28 Rancagua;Punta Arenas;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23520;28 Rancagua;Punta Arenas;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23521;28 Rancagua;Rancagua;07-11-2016;11;2016;21-11-2016;11;2016
NULL;VGR23524;28 Rancagua;Chimbarongo;11-11-2016;11;2016;25-11-2016;11;2016
NULL;VGR23544;28 Rancagua;Conchalí;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23545;28 Rancagua;Maipú;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23569;28 Rancagua;Conchalí;15-11-2016;11;2016;29-11-2016;11;2016
NULL;VGR23578;28 Rancagua;Linares;21-11-2016;11;2016;05-12-2016;12;2016
NULL;VGR23582;28 Rancagua;Graneros;17-11-2016;11;2016;01-12-2016;12;2016
NULL;VGR23583;28 Rancagua;Santiago;10-11-2016;11;2016;24-11-2016;11;2016
NULL;VGR23584;28 Rancagua;Santiago;16-11-2016;11;2016;30-11-2016;11;2016
NULL;VGR23585;28 Rancagua;Rancagua;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23587;28 Rancagua;Rancagua;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23588;28 Rancagua;Rancagua;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23589;28 Rancagua;Rancagua;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23590;28 Rancagua;Rancagua;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23591;28 Rancagua;Rancagua;14-11-2016;11;2016;28-11-2016;11;2016
NULL;VGR23592;28 Rancagua;Antofagasta;07-06-2016;6;2016;21-06-2016;6;2016
NULL;VGR23593;28 Rancagua;Antofagasta;07-06-2016;6;2016;21-06-2016;6;2016
NULL;VGR23594;28 Rancagua;Antofagasta;07-06-2016;6;2016;21-06-2016;6;2016
NULL;VGR23624;28 Rancagua;Valparaíso;28-09-2016;9;2016;12-10-2016;10;2016
NULL;VGR23625;28 Rancagua;Valparaíso;26-10-2016;10;2016;09-11-2016;11;2016
NULL;VGR23689;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23690;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23691;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23692;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23693;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23694;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23695;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23696;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23697;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23698;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23699;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23700;28 Rancagua;Rancagua;25-11-2016;11;2016;11-12-2016;12;2016
NULL;VGR23701;28 Rancagua;Santiago;24-11-2016;11;2016;10-12-2016;12;2016
NULL;VGR23702;28 Rancagua;Codegua;24-11-2016;11;2016;10-12-2016;12;2016
NULL;VGR23703;28 Rancagua;Concepción;19-10-2016;10;2016;04-11-2016;11;2016
NULL;VGR23704;28 Rancagua;San Pedro de la Paz;27-10-2016;10;2016;12-11-2016;11;2016
NULL;VGR23705;28 Rancagua;Concepción;27-10-2016;10;2016;12-11-2016;11;2016
NULL;VGR23817;28 Rancagua;Arica;15-11-2016;11;2016;01-12-2016;12;2016
NULL;VGR2564;28 Rancagua;Rancagua;30-07-2013;7;2013;30-07-2013;7;2013
NULL;VGR2877;28 Rancagua;Rancagua;08-08-2013;8;2013;08-08-2013;8;2013
NULL;VGR2878;28 Rancagua;Rancagua;08-08-2013;8;2013;08-08-2013;8;2013
NULL;VGR3911;28 Rancagua;Graneros;10-09-2013;9;2013;10-09-2013;9;2013
NULL;VGR4732;28 Rancagua;Rancagua;17-10-2013;10;2013;17-10-2013;10;2013
NULL;VGR7104;28 Rancagua;Requiona;03-01-2014;1;2014;03-01-2014;1;2014
NULL;VGR8782;28 Rancagua;Requiona;08-10-2013;10;2013;08-10-2013;10;2013
NULL;VGR8783;28 Rancagua;Mostazal;25-09-2013;9;2013;25-09-2013;9;2013
NULL;VGR8784;28 Rancagua;Mostazal;25-09-2013;9;2013;25-09-2013;9;2013
NULL;VGR8786;28 Rancagua;Doñihue;18-10-2013;10;2013;18-10-2013;10;2013
NULL;VGR8787;28 Rancagua;Doñihue;18-10-2013;10;2013;18-10-2013;10;2013
NULL;VGR8788;28 Rancagua;Doñihue;18-10-2013;10;2013;18-10-2013;10;2013
NULL;VGR9273;28 Rancagua;Coltauco;28-11-2013;11;2013;28-11-2013;11;2013
NULL;VGR9274;28 Rancagua;Coltauco;28-11-2013;11;2013;28-11-2013;11;2013
NULL;VGR9275;28 Rancagua;Puente Alto;16-01-2014;1;2014;16-01-2014;1;2014
CGR0663;VGR0017;28 Rancagua;Rancagua;12-12-2016;12;2016;13-12-2016;12;2016
CGR0664;VGR0001;28 Rancagua;Rancagua;05-12-2016;12;2016;05-12-2016;12;2016
CGR0665;VGR0007;28 Rancagua;San Vicente de Tagua Tagua;05-12-2016;12;2016;06-12-2016;12;2016
CGR0665;VGR0008;28 Rancagua;San Vicente de Tagua Tagua;05-12-2016;12;2016;06-12-2016;12;2016
CGR0665;VGR0009;28 Rancagua;San Vicente de Tagua Tagua;05-12-2016;12;2016;06-12-2016;12;2016
CGR0665;VGR0010;28 Rancagua;San Vicente de Tagua Tagua;05-12-2016;12;2016;06-12-2016;12;2016
CGR0666;VGR0002;28 Rancagua;Mostazal;05-12-2016;12;2016;13-12-2016;12;2016
CGR0666;VGR0003;28 Rancagua;Mostazal;05-12-2016;12;2016;13-12-2016;12;2016
CGR0666;VGR0004;28 Rancagua;Mostazal;05-12-2016;12;2016;13-12-2016;12;2016
CGR0666;VGR0005;28 Rancagua;Mostazal;05-12-2016;12;2016;13-12-2016;12;2016
CGR0666;VGR0006;28 Rancagua;Mostazal;05-12-2016;12;2016;12-12-2016;12;2016
CGR0668;VGR0011;28 Rancagua;Peumo;05-12-2016;12;2016;05-12-2016;12;2016
CGR0668;VGR0014;28 Rancagua;Peumo;05-12-2016;12;2016;05-12-2016;12;2016
CGR0669;VGR0015;28 Rancagua;Rancagua;07-12-2016;12;2016;16-12-2016;12;2016
CGR0669;VGR0016;28 Rancagua;Rancagua;07-12-2016;12;2016;16-12-2016;12;2016
CGR0670;VGR0018;28 Rancagua;Rancagua;12-12-2016;12;2016;12-12-2016;12;2016
CGR0672;VGR0020;28 Rancagua;Mostazal;20-12-2016;12;2016;20-12-2016;12;2016
CGR0673;VGR0019;28 Rancagua;Rancagua;20-12-2016;12;2016;20-12-2016;12;2016
CGR0674;VGR0021;28 Rancagua;Codegua;22-12-2016;12;2016;22-12-2016;12;2016
CGR0675;VGR0022;28 Rancagua;Rancagua;30-12-2016;12;2016;03-01-2017;1;2017
CGR0676;VGR0023;28 Rancagua;Rancagua;03-01-2017;1;2017;03-01-2017;1;2017
CGR0676;VGR0024;28 Rancagua;Rancagua;03-01-2017;1;2017;04-01-2017;1;2017
CGR0676;VGR0025;28 Rancagua;Rancagua;03-01-2017;1;2017;04-01-2017;1;2017
CGR0676;VGR0026;28 Rancagua;Rancagua;03-01-2017;1;2017;04-01-2017;1;2017
CGR0676;VGR0027;28 Rancagua;Rancagua;03-01-2017;1;2017;04-01-2017;1;2017
CGR0677;VGR0032;28 Rancagua;Requiona;09-01-2017;1;2017;09-01-2017;1;2017
CGR0678;VGR0028;28 Rancagua;Rancagua;05-01-2017;1;2017;05-01-2017;1;2017
CGR0679;VGR0031;28 Rancagua;Rancagua;06-01-2017;1;2017;06-01-2017;1;2017
CGR0680;VGR0033;28 Rancagua;Rancagua;09-01-2017;1;2017;09-01-2017;1;2017
CGR0681;VGR0029;28 Rancagua;Machalí;05-01-2017;1;2017;05-01-2017;1;2017
CGR0682;VGR0030;28 Rancagua;Rancagua;06-01-2017;1;2017;16-01-2017;1;2017
CGR0683;VGR0034;28 Rancagua;Rancagua;11-01-2017;1;2017;17-01-2017;1;2017
CGR0684;VGR0039;28 Rancagua;Rancagua;23-01-2017;1;2017;23-01-2017;1;2017
CGR0685;VGR0037;28 Rancagua;Graneros;20-01-2017;1;2017;23-01-2017;1;2017
CGR0686;VGR0036;28 Rancagua;Machalí;20-01-2017;1;2017;24-01-2017;1;2017
CGR0686;VGR0038;28 Rancagua;Machalí;20-01-2017;1;2017;23-01-2017;1;2017
CGR0687;VGR0035;28 Rancagua;Río Negro;19-01-2017;1;2017;23-01-2017;1;2017
CGR0688;VGR0040;28 Rancagua;Rancagua;31-01-2017;1;2017;31-01-2017;1;2017
CGR0689;VGR0041;28 Rancagua;Rancagua;31-01-2017;1;2017;09-02-2017;2;2017
CGR0689;VGR0043;28 Rancagua;Rancagua;31-01-2017;1;2017;10-02-2017;2;2017
CGR0689;VGR0044;28 Rancagua;Rancagua;31-01-2017;1;2017;03-02-2017;2;2017
CGR0690;VGR0042;28 Rancagua;Rancagua;31-01-2017;1;2017;09-02-2017;2;2017
CGR0692;VGR0047;28 Rancagua;Olivar;09-02-2017;2;2017;13-02-2017;2;2017
CGR0692;VGR0048;28 Rancagua;Olivar;09-02-2017;2;2017;13-02-2017;2;2017
CGR0692;VGR0049;28 Rancagua;Olivar;09-02-2017;2;2017;13-02-2017;2;2017
CGR0693;VGR0045;28 Rancagua;Peumo;09-02-2017;2;2017;09-02-2017;2;2017
CGR0694;VGR0046;28 Rancagua;Machalí;09-02-2017;2;2017;10-02-2017;2;2017
CGR0695;VGR0054;28 Rancagua;Rancagua;20-02-2017;2;2017;20-02-2017;2;2017
CGR0696;VGR0055;28 Rancagua;Rancagua;20-02-2017;2;2017;20-02-2017;2;2017
CGR0697;VGR0052;28 Rancagua;Codegua;13-02-2017;2;2017;13-02-2017;2;2017
CGR0698;VGR0051;28 Rancagua;Rancagua;13-02-2017;2;2017;13-02-2017;2;2017
CGR0699;VGR0050;28 Rancagua;Requiona;13-02-2017;2;2017;15-02-2017;2;2017
CGR0700;VGR0053;28 Rancagua;Doñihue;15-02-2017;2;2017;28-02-2017;2;2017
CGR0700;VGR0059;28 Rancagua;Doñihue;20-02-2017;2;2017;28-02-2017;2;2017
CGR0700;VGR0060;28 Rancagua;Doñihue;20-02-2017;2;2017;28-02-2017;2;2017
CGR0700;VGR0061;28 Rancagua;Doñihue;20-02-2017;2;2017;28-02-2017;2;2017
CGR0700;VGR0062;28 Rancagua;Doñihue;20-02-2017;2;2017;28-02-2017;2;2017
CGR0700;VGR0063;28 Rancagua;Doñihue;20-02-2017;2;2017;28-02-2017;2;2017
CGR0700;VGR0064;28 Rancagua;Doñihue;20-02-2017;2;2017;28-02-2017;2;2017
CGR0701;VGR0056;28 Rancagua;Rancagua;20-02-2017;2;2017;20-02-2017;2;2017
CGR0702;VGR0057;28 Rancagua;Rancagua;20-02-2017;2;2017;20-02-2017;2;2017
CGR0702;VGR0058;28 Rancagua;Rancagua;20-02-2017;2;2017;20-02-2017;2;2017
CGR0703;VGR0066;28 Rancagua;Rancagua;20-02-2017;2;2017;21-02-2017;2;2017
CGR0703;VGR0067;28 Rancagua;Rancagua;20-02-2017;2;2017;21-02-2017;2;2017
CGR0704;VGR0068;28 Rancagua;Machalí;20-02-2017;2;2017;21-02-2017;2;2017
CGR0704;VGR0069;28 Rancagua;Machalí;21-02-2017;2;2017;21-02-2017;2;2017
CGR0705;VGR0065;28 Rancagua;Olivar;20-02-2017;2;2017;20-02-2017;2;2017
CGR0706;VGR0082;28 Rancagua;Codegua;24-02-2017;2;2017;28-02-2017;2;2017
CGR0707;VGR0070;28 Rancagua;Rengo;21-02-2017;2;2017;21-02-2017;2;2017
CGR0708;VGR0071;28 Rancagua;Rengo;21-02-2017;2;2017;21-02-2017;2;2017
CGR0709;VGR0077;28 Rancagua;Rancagua;22-02-2017;2;2017;22-02-2017;2;2017
CGR0710;VGR0079;28 Rancagua;Machalí;23-02-2017;2;2017;24-02-2017;2;2017
CGR0711;VGR0078;28 Rancagua;Requiona;23-02-2017;2;2017;24-02-2017;2;2017
CGR0712;VGR0080;28 Rancagua;Rancagua;24-02-2017;2;2017;24-02-2017;2;2017
CGR0713;VGR0081;28 Rancagua;Mostazal;24-02-2017;2;2017;28-02-2017;2;2017
CGR0714;VGR0114;28 Rancagua;Rancagua;15-03-2017;3;2017;15-03-2017;3;2017
CGR0714;VGR0115;28 Rancagua;Rancagua;15-03-2017;3;2017;15-03-2017;3;2017
CGR0715;VGR0109;28 Rancagua;Graneros;13-03-2017;3;2017;14-03-2017;3;2017
CGR0716;VGR0083;28 Rancagua;Rancagua;06-03-2017;3;2017;09-03-2017;3;2017
CGR0716;VGR0084;28 Rancagua;Rancagua;06-03-2017;3;2017;09-03-2017;3;2017
CGR0716;VGR0089;28 Rancagua;Rancagua;06-03-2017;3;2017;09-03-2017;3;2017
CGR0716;VGR0090;28 Rancagua;Rancagua;06-03-2017;3;2017;09-03-2017;3;2017
CGR0716;VGR0091;28 Rancagua;Rancagua;06-03-2017;3;2017;09-03-2017;3;2017
CGR0716;VGR0092;28 Rancagua;Rancagua;06-03-2017;3;2017;13-03-2017;3;2017
CGR0716;VGR0104;28 Rancagua;Rancagua;09-03-2017;3;2017;09-03-2017;3;2017
CGR0717;VGR0093;28 Rancagua;Rancagua;07-03-2017;3;2017;09-03-2017;3;2017
CGR0717;VGR0094;28 Rancagua;Rancagua;07-03-2017;3;2017;09-03-2017;3;2017
CGR0717;VGR0095;28 Rancagua;Rancagua;07-03-2017;3;2017;09-03-2017;3;2017
CGR0717;VGR0099;28 Rancagua;Rancagua;07-03-2017;3;2017;09-03-2017;3;2017
CGR0717;VGR0100;28 Rancagua;Rancagua;07-03-2017;3;2017;09-03-2017;3;2017
CGR0717;VGR0101;28 Rancagua;Rancagua;07-03-2017;3;2017;09-03-2017;3;2017
CGR0717;VGR0102;28 Rancagua;Rancagua;07-03-2017;3;2017;09-03-2017;3;2017
CGR0717;VGR0103;28 Rancagua;Rancagua;09-03-2017;3;2017;09-03-2017;3;2017
CGR0718;VGR0111;28 Rancagua;Requiona;14-03-2017;3;2017;17-03-2017;3;2017
CGR0718;VGR0112;28 Rancagua;Requiona;14-03-2017;3;2017;17-03-2017;3;2017
CGR0719;VGR0113;28 Rancagua;Pichidegua;14-03-2017;3;2017;14-03-2017;3;2017
CGR0720;VGR0110;28 Rancagua;Las Cabras;13-03-2017;3;2017;17-03-2017;3;2017
CGR0720;VGR0116;28 Rancagua;Las Cabras;15-03-2017;3;2017;17-03-2017;3;2017
CGR0720;VGR0128;28 Rancagua;Las Cabras;17-03-2017;3;2017;17-03-2017;3;2017
CGR0721;VGR0117;28 Rancagua;Requiona;15-03-2017;3;2017;16-03-2017;3;2017
CGR0722;VGR0118;28 Rancagua;Rancagua;15-03-2017;3;2017;17-03-2017;3;2017
CGR0723;VGR0119;28 Rancagua;Rancagua;16-03-2017;3;2017;16-03-2017;3;2017
CGR0724;VGR0120;28 Rancagua;Rancagua;16-03-2017;3;2017;17-03-2017;3;2017
CGR0724;VGR0121;28 Rancagua;Rancagua;16-03-2017;3;2017;17-03-2017;3;2017
CGR0724;VGR0122;28 Rancagua;Rancagua;16-03-2017;3;2017;17-03-2017;3;2017
CGR0724;VGR0123;28 Rancagua;Rancagua;16-03-2017;3;2017;17-03-2017;3;2017
CGR0725;VGR0124;28 Rancagua;Rancagua;16-03-2017;3;2017;17-03-2017;3;2017
CGR0725;VGR0125;28 Rancagua;Rancagua;16-03-2017;3;2017;17-03-2017;3;2017
CGR0726;VGR0105;28 Rancagua;Las Cabras;13-03-2017;3;2017;13-03-2017;3;2017
CGR0726;VGR0106;28 Rancagua;Las Cabras;13-03-2017;3;2017;13-03-2017;3;2017
CGR0726;VGR0107;28 Rancagua;Las Cabras;13-03-2017;3;2017;13-03-2017;3;2017
CGR0726;VGR0108;28 Rancagua;Las Cabras;13-03-2017;3;2017;13-03-2017;3;2017
CGR0727;VGR0130;28 Rancagua;Coltauco;27-03-2017;3;2017;27-03-2017;3;2017
CGR0728;VGR0129;28 Rancagua;Rancagua;27-03-2017;3;2017;27-03-2017;3;2017
CGR0730;VGR0131;28 Rancagua;Quinta;27-03-2017;3;2017;28-03-2017;3;2017
CGR0731;VGR0132;28 Rancagua;Rancagua;27-03-2017;3;2017;28-03-2017;3;2017
CGR0733;VGR0134;28 Rancagua;Requiona;31-03-2017;3;2017;07-04-2017;4;2017
CGR0734;VGR0133;28 Rancagua;Malloa;31-03-2017;3;2017;13-04-2017;4;2017
CGR0736;VGR0135;28 Rancagua;Rancagua;12-04-2017;4;2017;12-04-2017;4;2017
CGR0737;VGR0136;28 Rancagua;Rancagua;12-04-2017;4;2017;12-04-2017;4;2017
CGR0738;VGR0138;28 Rancagua;Graneros;17-04-2017;4;2017;17-04-2017;4;2017
CGR0739;VGR0139;28 Rancagua;San Vicente de Tagua Tagua;17-04-2017;4;2017;17-04-2017;4;2017
CGR0739;VGR0140;28 Rancagua;San Vicente de Tagua Tagua;17-04-2017;4;2017;17-04-2017;4;2017
CGR0740;VGR0141;28 Rancagua;Rancagua;17-04-2017;4;2017;17-04-2017;4;2017
CGR0742;VGR0142;28 Rancagua;San Vicente de Tagua Tagua;17-04-2017;4;2017;18-04-2017;4;2017
CGR0742;VGR0143;28 Rancagua;San Vicente de Tagua Tagua;17-04-2017;4;2017;18-04-2017;4;2017
CGR0742;VGR0144;28 Rancagua;San Vicente de Tagua Tagua;18-04-2017;4;2017;18-04-2017;4;2017
CGR0742;VGR0145;28 Rancagua;San Vicente de Tagua Tagua;18-04-2017;4;2017;18-04-2017;4;2017
CGR0742;VGR0146;28 Rancagua;San Vicente de Tagua Tagua;18-04-2017;4;2017;18-04-2017;4;2017
CGR0743;VGR0147;28 Rancagua;Rengo;18-04-2017;4;2017;18-04-2017;4;2017
CGR0744;VGR0137;28 Rancagua;Rengo;12-04-2017;4;2017;13-04-2017;4;2017
CGR0745;VGR0148;28 Rancagua;Rancagua;18-04-2017;4;2017;18-04-2017;4;2017
CGR0745;VGR0149;28 Rancagua;Rancagua;18-04-2017;4;2017;18-04-2017;4;2017
CGR0747;VGR0150;28 Rancagua;Rancagua;18-04-2017;4;2017;18-04-2017;4;2017
CGR0748;VGR0151;28 Rancagua;Rancagua;18-04-2017;4;2017;18-04-2017;4;2017
CGR0749;VGR0155;28 Rancagua;Rengo;05-05-2017;5;2017;05-05-2017;5;2017
CGR0749;VGR0156;28 Rancagua;Rengo;05-05-2017;5;2017;05-05-2017;5;2017
CGR0750;VGR0152;28 Rancagua;Rengo;05-05-2017;5;2017;05-05-2017;5;2017
CGR0750;VGR0153;28 Rancagua;Rengo;05-05-2017;5;2017;05-05-2017;5;2017
CGR0750;VGR0154;28 Rancagua;Rengo;05-05-2017;5;2017;05-05-2017;5;2017
CGR0751;VGR0157;28 Rancagua;Machalí;16-05-2017;5;2017;19-05-2017;5;2017
CGR0751;VGR0158;28 Rancagua;Machalí;16-05-2017;5;2017;19-05-2017;5;2017
CGR0752;VGR0159;28 Rancagua;San Vicente de Tagua Tagua;16-05-2017;5;2017;16-05-2017;5;2017
CGR0753;VGR0160;28 Rancagua;Rengo;16-05-2017;5;2017;16-05-2017;5;2017
CGR0755;VGR0161;28 Rancagua;Rancagua;16-05-2017;5;2017;16-05-2017;5;2017
CGR0756;VGR0162;28 Rancagua;Rancagua;16-05-2017;5;2017;16-05-2017;5;2017
CGR0757;VGR0163;28 Rancagua;Rancagua;08-06-2017;6;2017;09-06-2017;6;2017
CGR0758;VGR0164;28 Rancagua;Rancagua;08-06-2017;6;2017;09-06-2017;6;2017
CGR0759;VGR0166;28 Rancagua;Rancagua;08-06-2017;6;2017;09-06-2017;6;2017
CGR0760;VGR0170;28 Rancagua;Rancagua;08-06-2017;6;2017;09-06-2017;6;2017
CGR0761;VGR0171;28 Rancagua;Rancagua;08-06-2017;6;2017;09-06-2017;6;2017
CGR0762;VGR0165;28 Rancagua;Rengo;08-06-2017;6;2017;09-06-2017;6;2017
CGR0763;VGR0172;28 Rancagua;Graneros;15-06-2017;6;2017;05-07-2017;7;2017
CGR0764;VGR0186;28 Rancagua;Doñihue;30-06-2017;6;2017;05-07-2017;7;2017
CGR0764;VGR0187;28 Rancagua;Doñihue;30-06-2017;6;2017;30-06-2017;6;2017
CGR0765;VGR0185;28 Rancagua;Graneros;16-06-2017;6;2017;05-07-2017;7;2017
CGR0766;VGR0167;28 Rancagua;Rancagua;08-06-2017;6;2017;09-06-2017;6;2017
CGR0766;VGR0168;28 Rancagua;Rancagua;08-06-2017;6;2017;09-06-2017;6;2017
CGR0766;VGR0169;28 Rancagua;Rancagua;08-06-2017;6;2017;09-06-2017;6;2017
CGR0767;VGR0184;28 Rancagua;Rancagua;16-06-2017;6;2017;05-07-2017;7;2017
CGR0768;VGR0183;28 Rancagua;Mostazal;16-06-2017;6;2017;06-07-2017;7;2017
CGR0769;VGR0181;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0769;VGR0182;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0770;VGR0180;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0772;VGR0173;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0772;VGR0174;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0772;VGR0175;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0772;VGR0176;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0772;VGR0177;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0772;VGR0178;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0772;VGR0179;28 Rancagua;Rancagua;16-06-2017;6;2017;16-06-2017;6;2017
CGR0773;VGR0220;28 Rancagua;Rengo;01-08-2017;8;2017;01-08-2017;8;2017
CGR0773;VGR0221;28 Rancagua;Rengo;01-08-2017;8;2017;01-08-2017;8;2017
CGR0774;VGR0237;28 Rancagua;Rengo;04-08-2017;8;2017;04-08-2017;8;2017
CGR0774;VGR0238;28 Rancagua;Rengo;04-08-2017;8;2017;04-08-2017;8;2017
CGR0775;VGR0211;28 Rancagua;Mostazal;28-07-2017;7;2017;28-07-2017;7;2017
CGR0776;VGR0205;28 Rancagua;Rengo;21-07-2017;7;2017;21-07-2017;7;2017
CGR0777;VGR0208;28 Rancagua;Rancagua;27-07-2017;7;2017;27-07-2017;7;2017
CGR0777;VGR0209;28 Rancagua;Rancagua;27-07-2017;7;2017;27-07-2017;7;2017
CGR0778;VGR0214;28 Rancagua;Machalí;28-07-2017;7;2017;28-07-2017;7;2017
CGR0778;VGR0215;28 Rancagua;Machalí;28-07-2017;7;2017;28-07-2017;7;2017
CGR0778;VGR0216;28 Rancagua;Machalí;28-07-2017;7;2017;28-07-2017;7;2017
CGR0779;VGR0206;28 Rancagua;Rancagua;21-07-2017;7;2017;27-07-2017;7;2017
CGR0781;VGR0188;28 Rancagua;Mostazal;07-07-2017;7;2017;07-07-2017;7;2017
CGR0781;VGR0189;28 Rancagua;Mostazal;07-07-2017;7;2017;07-07-2017;7;2017
CGR0781;VGR0190;28 Rancagua;Mostazal;07-07-2017;7;2017;07-07-2017;7;2017
CGR0781;VGR0191;28 Rancagua;Mostazal;07-07-2017;7;2017;07-07-2017;7;2017
CGR0781;VGR0192;28 Rancagua;Mostazal;07-07-2017;7;2017;07-07-2017;7;2017
CGR0781;VGR0193;28 Rancagua;Mostazal;07-07-2017;7;2017;21-07-2017;7;2017
CGR0781;VGR0194;28 Rancagua;Mostazal;07-07-2017;7;2017;21-07-2017;7;2017
