N°;Fecha Recepción;Comuna Ocurrencia;Fecha Finalización;Tipo de Finalización
491824;16-03-2022;-;19-03-2022;Contacto con terceros
492260;18-03-2022;Independencia;19-03-2022;Contacto con terceros
492261;18-03-2022;Independencia;19-03-2022;Egreso (Orientación Entregada)
492283;18-03-2022;Recoleta;19-03-2022;Contacto con terceros
492286;19-03-2022;Cerro Navia;19-03-2022;Egreso (Orientación Entregada)
492287;19-03-2022;San Bernardo;19-03-2022;Egreso (Orientación Entregada)
492288;19-03-2022;Cerrillos;19-03-2022;Egreso (Orientación Entregada)
492289;19-03-2022;Lo Barnechea;19-03-2022;Contacto con terceros
492290;19-03-2022;Colina;19-03-2022;Egreso (Orientación Entregada)
492293;19-03-2022;Pudahuel;19-03-2022;Rechaza orientación
492294;19-03-2022;Cerrillos;19-03-2022;Contacto con terceros
492295;19-03-2022;Conchalí;19-03-2022;Egreso (Orientación Entregada)
492296;19-03-2022;Lo Prado;19-03-2022;Egreso (Orientación Entregada)
492297;19-03-2022;Ñuñoa;19-03-2022;Contacto con terceros
492298;19-03-2022;Colina;19-03-2022;Egreso (Orientación Entregada)
492299;19-03-2022;Recoleta;19-03-2022;Egreso (Difusión)
492300;19-03-2022;Recoleta;19-03-2022;Egreso (Difusión)
492302;19-03-2022;-;19-03-2022;Egreso (Orientación Entregada)
492304;19-03-2022;La Pintana;19-03-2022;Egreso (Orientación Entregada)
492305;19-03-2022;Independencia;19-03-2022;Egreso (Orientación Entregada)
492306;19-03-2022;Quinta Normal;19-03-2022;Egreso (Orientación Entregada)
492307;19-03-2022;-;19-03-2022;Egreso (Difusión)
492310;19-03-2022;-;19-03-2022;Egreso (Orientación Entregada)
492311;19-03-2022;San Bernardo;19-03-2022;Egreso (Orientación Entregada)
492312;19-03-2022;-;19-03-2022;Egreso (Orientación Entregada)
492313;19-03-2022;Melipilla;19-03-2022;Egreso (Orientación Entregada)
492314;19-03-2022;Recoleta;19-03-2022;Contacto con terceros
492315;19-03-2022;Melipilla;19-03-2022;Egreso (Orientación Entregada)
492316;19-03-2022;Santiago;19-03-2022;Egreso (Orientación Entregada)
492333;19-03-2022;-;19-03-2022;Egreso (Orientación Entregada)
492334;19-03-2022;-;19-03-2022;Egreso (Orientación Entregada)
492335;19-03-2022;-;19-03-2022;Egreso (Orientación Entregada)
492675;18-03-2022;Quinta Normal;19-03-2022;Egreso (Orientación Entregada)
492683;19-03-2022;Santiago;19-03-2022;Egreso (Orientación Entregada)
491506;14-03-2022;-;20-03-2022;Cierre sin contacto
491828;16-03-2022;-;20-03-2022;Cierre por proceso interrumpido
492282;19-03-2022;Colina;20-03-2022;Cierre sin contacto
492284;19-03-2022;Colina;20-03-2022;Cierre sin contacto
492291;19-03-2022;Santiago;20-03-2022;Egreso (Orientación Entregada)
492292;19-03-2022;Santiago;20-03-2022;Egreso (Orientación Entregada)
492301;19-03-2022;Santiago;20-03-2022;Cierre sin contacto
492303;19-03-2022;San Bernardo;20-03-2022;Egreso (Orientación Entregada)
492308;19-03-2022;Recoleta;20-03-2022;Egreso (Orientación Entregada)
492309;19-03-2022;Maipú;20-03-2022;Egreso (Orientación Entregada)
492317;19-03-2022;Providencia;20-03-2022;Egreso (Orientación Entregada)
492318;19-03-2022;Maipú;20-03-2022;Egreso (Orientación Entregada)
492319;19-03-2022;San Bernardo;20-03-2022;Cierre sin contacto
492320;19-03-2022;-;20-03-2022;Egreso (Orientación Entregada)
492321;19-03-2022;-;20-03-2022;Contacto con terceros
492322;19-03-2022;Cerro Navia;20-03-2022;Egreso (Orientación Entregada)
492324;20-03-2022;Recoleta;20-03-2022;Egreso (Orientación Entregada)
492325;20-03-2022;Recoleta;20-03-2022;Egreso (Orientación Entregada)
492326;20-03-2022;Recoleta;20-03-2022;Egreso (Orientación Entregada)
492328;19-03-2022;Estación Central;20-03-2022;Egreso (Orientación Entregada)
492329;20-03-2022;-;20-03-2022;Contacto con terceros
492330;20-03-2022;Estación Central;20-03-2022;Contacto con terceros
492331;20-03-2022;Huechuraba;20-03-2022;Egreso (Orientación Entregada)
492332;20-03-2022;Recoleta;20-03-2022;Egreso (Orientación Entregada)
492336;20-03-2022;San Bernardo;20-03-2022;Egreso (Orientación Entregada)
492337;20-03-2022;Macul;20-03-2022;Egreso (Difusión)
492338;20-03-2022;San Bernardo;20-03-2022;Egreso (Orientación Entregada)
492339;20-03-2022;San Miguel;20-03-2022;Egreso (Orientación Entregada)
492340;20-03-2022;Peñalolén;20-03-2022;Egreso (Orientación Entregada)
492343;20-03-2022;Melipilla;20-03-2022;Egreso (Orientación Entregada)
492344;20-03-2022;Recoleta;20-03-2022;Contacto con terceros
492345;20-03-2022;Recoleta;20-03-2022;Egreso (Orientación Entregada)
492346;20-03-2022;Maipú;20-03-2022;Egreso (Orientación Entregada)
492679;19-03-2022;Pudahuel;20-03-2022;Cierre sin contacto
493713;16-03-2022;Peñaflor;20-03-2022;Contacto con terceros
491377;14-03-2022;-;21-03-2022;Contacto con terceros
491479;14-03-2022;-;21-03-2022;Cierre sin contacto
491518;14-03-2022;Iquique;21-03-2022;Egreso (Difusión)
491816;16-03-2022;-;21-03-2022;Contacto con terceros
491843;16-03-2022;Los Ángeles;21-03-2022;Derivación interna
491921;15-03-2022;Peñalolén;21-03-2022;Cierre sin contacto
491930;15-03-2022;Santiago;21-03-2022;Egreso (Orientación Entregada)
491967;17-03-2022;Santiago;21-03-2022;Cierre sin contacto
491968;17-03-2022;Puente Alto;21-03-2022;Derivación interna
491970;17-03-2022;Cerro Navia;21-03-2022;Cierre sin contacto
491982;17-03-2022;Buin;21-03-2022;Cierre sin contacto
491985;17-03-2022;Maipú;21-03-2022;Cierre sin contacto
492022;18-03-2022;Quilicura;21-03-2022;Cierre sin contacto
492037;18-03-2022;-;21-03-2022;Egreso (Difusión)
492038;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492040;18-03-2022;-;21-03-2022;Egreso (Difusión)
492041;18-03-2022;-;21-03-2022;Contacto con terceros
492043;18-03-2022;-;21-03-2022;Egreso (Difusión)
492046;18-03-2022;Calama;21-03-2022;Egreso (Difusión)
492047;18-03-2022;-;21-03-2022;Egreso (Difusión)
492049;18-03-2022;San Bernardo;21-03-2022;Egreso (Difusión)
492060;18-03-2022;-;21-03-2022;Contacto con terceros
492068;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492069;18-03-2022;-;21-03-2022;Cierre sin contacto
492071;18-03-2022;Santiago;21-03-2022;Egreso (Orientación Entregada)
492072;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492076;18-03-2022;-;21-03-2022;Egreso (Difusión)
492078;18-03-2022;-;21-03-2022;Contacto con terceros
492083;18-03-2022;-;21-03-2022;Rechaza orientación
492084;18-03-2022;-;21-03-2022;Egreso (Difusión)
492086;18-03-2022;-;21-03-2022;Cierre sin contacto
492088;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492090;18-03-2022;-;21-03-2022;Egreso (Difusión)
492092;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492093;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492094;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492095;18-03-2022;-;21-03-2022;Egreso (Difusión)
492097;18-03-2022;-;21-03-2022;Cierre sin contacto
492098;18-03-2022;-;21-03-2022;Contacto con terceros
492099;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492100;18-03-2022;-;21-03-2022;Egreso (Difusión)
492101;18-03-2022;-;21-03-2022;Contacto con terceros
492102;18-03-2022;-;21-03-2022;Contacto con terceros
492103;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492104;18-03-2022;-;21-03-2022;Cierre sin contacto
492105;18-03-2022;-;21-03-2022;Egreso (Difusión)
492108;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492109;18-03-2022;-;21-03-2022;Egreso (Difusión)
492110;18-03-2022;-;21-03-2022;Egreso (Difusión)
492113;18-03-2022;-;21-03-2022;Egreso (Difusión)
492118;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492135;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492142;18-03-2022;-;21-03-2022;Egreso (Difusión)
492144;18-03-2022;-;21-03-2022;Egreso (Difusión)
492145;18-03-2022;-;21-03-2022;Egreso (Difusión)
492147;18-03-2022;-;21-03-2022;Contacto con terceros
492148;18-03-2022;-;21-03-2022;Contacto con terceros
492149;18-03-2022;-;21-03-2022;Egreso (Difusión)
492152;18-03-2022;-;21-03-2022;Egreso (Difusión)
492154;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492155;18-03-2022;-;21-03-2022;Derivación interna
492156;18-03-2022;-;21-03-2022;Cierre por proceso interrumpido
492157;18-03-2022;-;21-03-2022;Egreso (Difusión)
492158;18-03-2022;-;21-03-2022;Contacto con terceros
492159;18-03-2022;-;21-03-2022;Contacto con terceros
492160;18-03-2022;-;21-03-2022;Contacto con terceros
492164;18-03-2022;-;21-03-2022;Cierre sin contacto
492165;18-03-2022;-;21-03-2022;Cierre sin contacto
492166;18-03-2022;-;21-03-2022;Egreso (Difusión)
492167;18-03-2022;-;21-03-2022;Cierre sin contacto
492169;18-03-2022;-;21-03-2022;Cierre sin contacto
492171;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492172;18-03-2022;-;21-03-2022;Egreso (Difusión)
492173;18-03-2022;-;21-03-2022;Cierre sin contacto
492174;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492175;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492177;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492196;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492198;18-03-2022;-;21-03-2022;Cierre por proceso interrumpido
492199;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492202;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492206;18-03-2022;-;21-03-2022;Contacto con terceros
492209;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492210;18-03-2022;-;21-03-2022;Cierre sin contacto
492211;18-03-2022;-;21-03-2022;Cierre sin contacto
492214;18-03-2022;-;21-03-2022;Cierre sin contacto
492215;18-03-2022;-;21-03-2022;Egreso (Difusión)
492220;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492223;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492225;18-03-2022;-;21-03-2022;Cierre sin contacto
492227;18-03-2022;-;21-03-2022;Egreso (Difusión)
492229;18-03-2022;-;21-03-2022;Contacto con terceros
492233;18-03-2022;-;21-03-2022;Contacto con terceros
492235;18-03-2022;-;21-03-2022;Egreso (Difusión)
492237;18-03-2022;-;21-03-2022;Egreso (Difusión)
492238;18-03-2022;-;21-03-2022;Cierre sin contacto
492241;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492243;18-03-2022;Talcahuano;21-03-2022;Egreso (Orientación Entregada)
492244;18-03-2022;Pedro Aguirre Cerda;21-03-2022;Egreso (Difusión)
492248;18-03-2022;Los Ángeles;21-03-2022;Egreso (Difusión)
492249;18-03-2022;Copiapó;21-03-2022;Contacto con terceros
492250;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492262;18-03-2022;Independencia;21-03-2022;Egreso (Orientación Entregada)
492263;18-03-2022;Independencia;21-03-2022;Egreso (Orientación Entregada)
492266;18-03-2022;Santiago;21-03-2022;Egreso (Orientación Entregada)
492273;18-03-2022;Renca;21-03-2022;Cierre sin contacto
492275;18-03-2022;Huechuraba;21-03-2022;Egreso (Orientación Entregada)
492327;20-03-2022;Recoleta;21-03-2022;Egreso (Difusión)
492347;20-03-2022;Cerrillos;21-03-2022;Egreso (Orientación Entregada)
492348;20-03-2022;Pudahuel;21-03-2022;Egreso (Orientación Entregada)
492349;20-03-2022;Pudahuel;21-03-2022;Contacto con terceros
492350;20-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492351;21-03-2022;San Bernardo;21-03-2022;Egreso (Orientación Entregada)
492352;21-03-2022;Recoleta;21-03-2022;Egreso (Orientación Entregada)
492355;21-03-2022;Quilicura;21-03-2022;Cierre sin contacto
492356;21-03-2022;Recoleta;21-03-2022;Egreso (Orientación Entregada)
492357;21-03-2022;Renca;21-03-2022;Egreso (Orientación Entregada)
492358;21-03-2022;Santiago;21-03-2022;Egreso (Orientación Entregada)
492359;21-03-2022;Renca;21-03-2022;Egreso (Orientación Entregada)
492362;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492380;21-03-2022;Santiago;21-03-2022;Egreso (Orientación Entregada)
492388;21-03-2022;-;21-03-2022;Contacto con terceros
492435;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492438;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492439;21-03-2022;Maipú;21-03-2022;Egreso (Orientación Entregada)
492440;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492442;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492443;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492445;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492446;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492447;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492451;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492452;21-03-2022;-;21-03-2022;Cierre sin contacto
492461;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492486;21-03-2022;-;21-03-2022;Egreso (Difusión)
492488;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492491;21-03-2022;-;21-03-2022;Egreso (Difusión)
492492;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492505;21-03-2022;-;21-03-2022;Egreso (Difusión)
492506;21-03-2022;-;21-03-2022;Contacto con terceros
492508;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492510;21-03-2022;-;21-03-2022;Cierre sin contacto
492511;21-03-2022;-;21-03-2022;Cierre sin contacto
492515;21-03-2022;-;21-03-2022;Egreso (Difusión)
492517;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492518;21-03-2022;-;21-03-2022;Contacto con terceros
492597;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492598;21-03-2022;-;21-03-2022;Rechaza orientación
492605;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492641;21-03-2022;Copiapó;21-03-2022;Egreso (Orientación Entregada)
492643;18-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492644;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492646;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492647;21-03-2022;Renca;21-03-2022;Egreso (Orientación Entregada)
492648;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492650;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492652;17-03-2022;Santiago;21-03-2022;Egreso (Difusión)
492653;21-03-2022;-;21-03-2022;Egreso (Difusión)
492654;18-03-2022;Recoleta;21-03-2022;Egreso (Difusión)
492656;18-03-2022;Recoleta;21-03-2022;Contacto con terceros
492657;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492658;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492659;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492660;18-03-2022;Renca;21-03-2022;Egreso (Difusión)
492661;21-03-2022;-;21-03-2022;Egreso (Orientación Entregada)
492663;18-03-2022;Renca;21-03-2022;Contacto con terceros
492681;19-03-2022;-;21-03-2022;Contacto con terceros
492682;19-03-2022;Macul;21-03-2022;Contacto con terceros
492685;19-03-2022;Huechuraba;21-03-2022;Cierre sin contacto
492687;19-03-2022;Providencia;21-03-2022;Contacto con terceros
492689;21-03-2022;Peñaflor;21-03-2022;Contacto con terceros
492690;21-03-2022;Conchalí;21-03-2022;Contacto con terceros
492691;21-03-2022;Renca;21-03-2022;Egreso (Orientación Entregada)
492693;21-03-2022;Estación Central;21-03-2022;Egreso (Orientación Entregada)
492694;21-03-2022;Santiago;21-03-2022;Egreso (Orientación Entregada)
492696;21-03-2022;San Bernardo;21-03-2022;Egreso (Orientación Entregada)
492697;21-03-2022;-;21-03-2022;Contacto con terceros
492703;21-03-2022;Pudahuel;21-03-2022;Egreso (Orientación Entregada)
492717;21-03-2022;Maipú;21-03-2022;Egreso (Orientación Entregada)
492760;21-03-2022;Conchalí;21-03-2022;Egreso (Orientación Entregada)
493722;17-03-2022;Quinta Normal;21-03-2022;Egreso (Difusión)
491757;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491758;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491759;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491761;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491764;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491765;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491768;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491769;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491770;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491785;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491786;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491788;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491866;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491867;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491868;16-03-2022;-;21-03-2022;Cierre Termino Plazo
491825;16-03-2022;-;22-03-2022;Cierre sin contacto
492035;18-03-2022;-;22-03-2022;Cierre sin contacto
492039;18-03-2022;-;22-03-2022;Cierre sin contacto
492042;18-03-2022;-;22-03-2022;Egreso (Orientación Entregada)
492044;18-03-2022;-;22-03-2022;Egreso (Orientación Entregada)
492048;18-03-2022;Estación Central;22-03-2022;Egreso (Difusión)
492050;18-03-2022;Independencia;22-03-2022;Egreso (Difusión)
492051;18-03-2022;Santiago;22-03-2022;Contacto con terceros
492052;18-03-2022;-;22-03-2022;Cierre sin contacto
492053;18-03-2022;Quinta Normal;22-03-2022;Egreso (Difusión)
492054;18-03-2022;-;22-03-2022;Cierre sin contacto
492055;18-03-2022;Valparaíso;22-03-2022;Egreso (Difusión)
492056;18-03-2022;-;22-03-2022;Cierre sin contacto
492057;18-03-2022;La Cisterna;22-03-2022;Egreso (Difusión)
492058;18-03-2022;Calama;22-03-2022;Egreso (Difusión)
492059;18-03-2022;La Ligua;22-03-2022;Egreso (Difusión)
492062;18-03-2022;-;22-03-2022;Contacto con terceros
492063;18-03-2022;San Pedro de La Paz;22-03-2022;Egreso (Difusión)
492064;18-03-2022;Santa Cruz;22-03-2022;Egreso (Difusión)
492065;18-03-2022;-;22-03-2022;Cierre sin contacto
492066;18-03-2022;Recoleta;22-03-2022;Egreso (Difusión)
492070;18-03-2022;-;22-03-2022;Rechaza orientación
492073;18-03-2022;-;22-03-2022;Cierre sin contacto
492075;18-03-2022;-;22-03-2022;Cierre sin contacto
492077;18-03-2022;-;22-03-2022;Contacto con terceros
492082;18-03-2022;-;22-03-2022;Cierre sin contacto
492089;18-03-2022;-;22-03-2022;Cierre sin contacto
492091;18-03-2022;-;22-03-2022;Cierre sin contacto
492096;18-03-2022;-;22-03-2022;Cierre sin contacto
492106;18-03-2022;-;22-03-2022;Cierre sin contacto
492107;18-03-2022;-;22-03-2022;Cierre sin contacto
492111;18-03-2022;Puerto Montt;22-03-2022;Cierre por proceso interrumpido
492112;18-03-2022;-;22-03-2022;Egreso (Difusión)
492117;18-03-2022;-;22-03-2022;Cierre sin contacto
492122;18-03-2022;-;22-03-2022;Contacto con terceros
492124;18-03-2022;-;22-03-2022;Egreso (Orientación Entregada)
492125;18-03-2022;-;22-03-2022;Egreso (Orientación Entregada)
492130;18-03-2022;-;22-03-2022;Cierre sin contacto
492131;18-03-2022;-;22-03-2022;Egreso (Difusión)
492134;18-03-2022;Placilla;22-03-2022;Derivación interna
492138;18-03-2022;-;22-03-2022;Cierre sin contacto
492143;18-03-2022;-;22-03-2022;Cierre sin contacto
492146;18-03-2022;-;22-03-2022;Egreso (Orientación Entregada)
492150;18-03-2022;-;22-03-2022;Cierre sin contacto
492151;18-03-2022;-;22-03-2022;Cierre sin contacto
492153;18-03-2022;-;22-03-2022;Cierre sin contacto
492161;18-03-2022;Temuco;22-03-2022;Egreso (Orientación Entregada)
492163;18-03-2022;-;22-03-2022;Cierre sin contacto
492170;18-03-2022;-;22-03-2022;Egreso (Difusión)
492183;18-03-2022;-;22-03-2022;Rechaza orientación
492184;18-03-2022;-;22-03-2022;Rechaza orientación
492190;18-03-2022;-;22-03-2022;Cierre sin contacto
492191;18-03-2022;-;22-03-2022;Cierre sin contacto
492203;18-03-2022;-;22-03-2022;Egreso (Orientación Entregada)
